17654,65.48,-33.71,177.66
17674,65.54,-33.67,177.69
17694,65.63,-33.67,177.71
17714,65.59,-33.69,177.75
17734,65.66,-33.66,177.74
17754,65.73,-33.68,177.67
17774,65.85,-33.70,177.67
17794,65.86,-33.72,177.71
17814,65.78,-33.73,177.75
17834,65.57,-33.68,177.81
17854,65.57,-33.71,177.82
17874,65.61,-33.73,177.82
17894,65.52,-33.72,177.84
17914,65.52,-33.68,177.87
17934,65.59,-33.63,177.81
17954,65.36,-33.61,177.81
17974,65.40,-33.63,177.80
18043,65.27,-33.83,177.83
18062,65.29,-33.70,177.81
18077,65.24,-33.69,177.81
18106,65.29,-33.72,177.86
18125,65.29,-33.73,177.84
18144,65.44,-33.79,177.82
18164,65.36,-33.71,177.79
18184,65.36,-33.68,177.79
18204,65.42,-33.66,177.82
18224,65.43,-33.64,177.79
18244,65.42,-33.65,177.75
18264,65.54,-33.64,177.68
18284,65.59,-33.60,177.66
18304,65.60,-33.58,177.65
18324,65.65,-33.63,177.65
18344,65.68,-33.63,177.65
18364,65.66,-33.65,177.69
18384,65.59,-33.67,177.72
18404,65.66,-33.63,177.73
18424,65.69,-33.58,177.72
18444,65.68,-33.59,177.70
18464,65.56,-33.63,177.68
18484,65.56,-33.63,177.69
18504,65.55,-33.68,177.76
18524,65.62,-33.68,177.71
18544,65.51,-33.62,177.79
18564,65.44,-33.67,177.74
18584,65.43,-33.62,177.76
18604,65.59,-33.63,177.69
18624,65.69,-33.68,177.68
18644,65.73,-33.66,177.67
18664,65.65,-33.61,177.75
18684,65.74,-33.62,177.74
18704,65.75,-33.61,177.73
18724,65.82,-33.64,177.71
18744,65.80,-33.66,177.66
18764,65.72,-33.65,177.66
18784,65.76,-33.65,177.59
18804,65.69,-33.67,177.61
18873,65.31,-33.68,177.53
18892,65.59,-33.83,177.56
18907,65.66,-33.83,177.59
18936,65.74,-33.90,177.56
18955,65.70,-33.76,177.57
18974,65.76,-33.75,177.61
18994,65.69,-33.73,177.61
19014,65.71,-33.74,177.58
19034,65.72,-33.74,177.55
19054,65.64,-33.76,177.61
19074,65.59,-33.74,177.62
19094,65.62,-33.84,177.59
19114,65.68,-33.83,177.60
19134,65.75,-33.87,177.67
19154,65.60,-33.91,177.72
19174,65.44,-33.85,177.72
19194,65.54,-33.85,177.68
19214,65.58,-33.82,177.69
19234,65.58,-33.76,177.63
19254,65.60,-33.70,177.63
19274,65.55,-33.71,177.62
19294,65.58,-33.72,177.58
19314,65.73,-33.71,177.59
19334,65.48,-33.74,177.66
19354,65.46,-33.76,177.63
19374,65.26,-33.73,177.62
19394,65.20,-33.69,177.64
19414,65.11,-33.69,177.68
19434,65.01,-33.70,177.71
19454,65.02,-33.75,177.71
19474,64.87,-33.72,177.73
19494,64.91,-33.77,177.75
19514,65.01,-33.72,177.72
19534,65.05,-33.71,177.67
19554,65.04,-33.73,177.62
19574,64.89,-33.69,177.59
19594,64.97,-33.66,177.59
19614,65.00,-33.67,177.60
19634,65.05,-33.71,177.60
19703,65.13,-33.66,177.66
19722,65.13,-33.66,177.64
19737,65.09,-33.65,177.66
19766,65.05,-33.64,177.66
19785,65.17,-33.67,177.61
19804,65.25,-33.72,177.59
19824,65.31,-33.71,177.60
19844,65.42,-33.67,177.57
19864,65.51,-33.65,177.55
19884,65.50,-33.67,177.46
19904,65.53,-33.64,177.50
19924,65.58,-33.61,177.54
19944,65.68,-33.62,177.52
19964,65.47,-33.62,177.54
19984,65.40,-33.65,177.60
20004,65.28,-33.67,177.58
20024,65.23,-33.71,177.61
20044,65.27,-33.73,177.62
20064,65.36,-33.76,177.62
20084,65.35,-33.78,177.65
20104,65.17,-33.79,177.68
20124,65.14,-33.84,177.70
20144,65.11,-33.83,177.70
20164,65.30,-33.81,177.66
20184,65.30,-33.86,177.68
20204,65.15,-33.87,177.66
20224,65.16,-33.86,177.71
20244,65.17,-33.89,177.71
20264,65.21,-33.88,177.72
20284,65.23,-33.83,177.70
20304,65.21,-33.85,177.66
20324,65.27,-33.78,177.69
20344,65.25,-33.77,177.66
20364,65.29,-33.76,177.65
20384,65.21,-33.75,177.65
20404,65.06,-33.74,177.68
20424,64.89,-33.73,177.66
20444,64.88,-33.75,177.59
20464,64.90,-33.79,177.63
20627,65.32,-33.73,177.75
20645,65.44,-33.59,177.64
20665,65.36,-33.57,177.61
20685,65.41,-33.63,177.62
20705,65.41,-33.62,177.69
20725,65.41,-33.61,177.67
20745,65.53,-33.61,177.66
20765,65.47,-33.65,177.66
20785,65.57,-33.67,177.65
20805,65.41,-33.66,177.66
20825,65.41,-33.64,177.68
20845,65.32,-33.69,177.68
20865,65.45,-33.72,177.74
20885,65.51,-33.72,177.73
20905,65.38,-33.69,177.69
20925,65.40,-33.64,177.67
20945,65.27,-33.60,177.68
20965,65.36,-33.55,177.67
20985,65.35,-33.57,177.68
21005,65.42,-33.64,177.65
21025,65.38,-33.62,177.63
21045,65.49,-33.67,177.59
21065,65.50,-33.68,177.62
21085,65.36,-33.70,177.63
21105,65.41,-33.68,177.64
21125,65.46,-33.72,177.61
21145,65.41,-33.70,177.63
21165,65.43,-33.72,177.62
21185,65.41,-33.67,177.63
21205,65.33,-33.70,177.60
21225,65.28,-33.72,177.54
21245,65.21,-33.73,177.58
21265,65.10,-33.72,177.59
21285,64.98,-33.72,177.55
21305,64.99,-33.75,177.61
21325,65.13,-33.77,177.57
21345,65.23,-33.79,177.51
21365,65.26,-33.77,177.62
21385,65.11,-33.80,177.61
21453,65.18,-33.77,177.63
21467,65.33,-33.80,177.59
21496,65.21,-33.79,177.63
21515,65.09,-33.88,177.64
21534,65.14,-33.89,177.70
21554,65.19,-33.82,177.65
21574,65.29,-33.85,177.66
21594,65.24,-33.85,177.64
21614,65.06,-33.86,177.65
21634,65.06,-33.86,177.63
21654,64.97,-33.87,177.64
21674,64.89,-33.91,177.64
21694,64.87,-33.90,177.67
21714,64.91,-33.90,177.68
21734,64.92,-33.89,177.69
21754,65.04,-33.86,177.71
21774,64.92,-33.93,177.72
21794,64.92,-33.91,177.73
21814,64.99,-33.92,177.70
21834,64.97,-33.93,177.72
21854,64.95,-33.93,177.71
21874,64.84,-33.94,177.72
21894,64.90,-33.84,177.75
21914,64.69,-33.86,177.74
21934,64.70,-33.87,177.77
21954,64.81,-33.82,177.77
21974,64.80,-33.82,177.75
21994,64.72,-33.81,177.77
22014,64.74,-33.77,177.74
22034,64.75,-33.81,177.68
22054,64.57,-33.85,177.75
22074,64.57,-33.80,177.74
22094,64.60,-33.77,177.75
22114,64.44,-33.71,177.77
22134,64.35,-33.71,177.73
22154,64.34,-33.66,177.72
22174,64.34,-33.67,177.72
22194,64.35,-33.71,177.79
22214,64.33,-33.74,177.71
22275,64.53,-33.64,177.72
22294,64.67,-33.70,177.78
22313,64.63,-33.72,177.82
22333,64.60,-33.71,177.80
22353,64.89,-33.76,177.81
22373,64.93,-33.77,177.79
22393,65.11,-33.75,177.76
22413,65.03,-33.74,177.76
22433,65.07,-33.76,177.75
22453,64.93,-33.79,177.74
22473,65.02,-33.77,177.73
22493,64.94,-33.74,177.72
22513,65.04,-33.78,177.73
22533,64.98,-33.78,177.74
22553,64.94,-33.74,177.74
22573,64.88,-33.76,177.74
22593,64.89,-33.76,177.78
22613,64.93,-33.76,177.78
22633,64.94,-33.76,177.76
22653,64.98,-33.80,177.80
22673,65.05,-33.81,177.79
22693,64.98,-33.76,177.76
22713,64.95,-33.79,177.76
22733,64.99,-33.82,177.73
22753,64.98,-33.81,177.66
22773,64.98,-33.84,177.69
22793,64.93,-33.85,177.67
22813,64.83,-33.82,177.70
22833,64.94,-33.85,177.65
22853,65.04,-33.83,177.68
22873,64.92,-33.85,177.68
22893,64.87,-33.85,177.74
22913,64.82,-33.80,177.71
22933,64.69,-33.79,177.69
22953,64.79,-33.86,177.62
22973,64.79,-33.85,177.65
22993,64.76,-33.90,177.65
23013,64.71,-33.87,177.68
23033,64.70,-33.89,177.63
23094,65.18,-33.92,177.69
23112,65.16,-33.95,177.76
23127,65.25,-33.94,177.70
23156,65.33,-33.90,177.72
23175,65.32,-33.88,177.73
23194,65.22,-33.93,177.73
23214,65.06,-33.91,177.75
23234,65.09,-33.88,177.74
23254,65.04,-33.87,177.72
23274,65.08,-33.88,177.68
23294,65.07,-33.89,177.70
23314,65.14,-33.92,177.65
23334,65.10,-33.88,177.63
23354,64.92,-33.89,177.64
23374,65.06,-33.89,177.60
23394,65.07,-33.86,177.53
23414,65.11,-33.83,177.53
23434,65.08,-33.87,177.47
23454,65.14,-33.85,177.46
23474,65.14,-33.88,177.49
23494,65.11,-33.89,177.52
23514,65.16,-33.87,177.49
23534,65.13,-33.85,177.52
23554,65.22,-33.83,177.54
23574,65.20,-33.84,177.55
23594,65.30,-33.74,177.59
23614,65.22,-33.78,177.58
23634,65.33,-33.78,177.56
23654,65.26,-33.77,177.59
23674,65.33,-33.79,177.58
23694,65.36,-33.76,177.56
23714,65.46,-33.78,177.56
23734,65.56,-33.81,177.57
23754,65.45,-33.76,177.61
23774,65.49,-33.79,177.64
23794,65.45,-33.83,177.61
23814,65.49,-33.86,177.68
23834,65.44,-33.84,177.67
23854,65.51,-33.82,177.67
23915,65.51,-33.85,177.73
23934,65.31,-33.91,177.71
23953,65.28,-33.85,177.70
23973,65.28,-33.89,177.66
23993,65.43,-33.94,177.65
24013,65.33,-33.91,177.68
24033,65.19,-33.93,177.67
24053,65.10,-33.95,177.66
24073,65.07,-33.90,177.66
24093,65.14,-33.87,177.67
24113,65.01,-33.89,177.71
24133,64.97,-33.87,177.70
24153,64.93,-33.82,177.65
24173,64.98,-33.82,177.63
24193,64.77,-33.81,177.68
24213,64.66,-33.78,177.69
24233,64.67,-33.78,177.66
24253,64.71,-33.78,177.66
24273,64.69,-33.84,177.69
24293,64.69,-33.80,177.67
24313,64.50,-33.79,177.68
24333,64.45,-33.75,177.66
24353,64.57,-33.74,177.65
24373,64.54,-33.73,177.70
24393,64.67,-33.79,177.71
24413,64.80,-33.79,177.73
24433,64.84,-33.83,177.69
24453,64.76,-33.85,177.74
24473,64.68,-33.82,177.79
24493,64.72,-33.80,177.68
24513,64.64,-33.77,177.68
24533,64.72,-33.78,177.73
24553,64.91,-33.77,177.70
24573,65.11,-33.78,177.62
24593,65.03,-33.78,177.68
24613,65.07,-33.81,177.63
24633,65.18,-33.78,177.63
24653,65.17,-33.82,177.66
24673,65.19,-33.82,177.64
24734,64.98,-33.80,177.77
24753,64.91,-33.80,177.81
24772,64.78,-33.80,177.78
24792,64.76,-33.80,177.72
24812,64.76,-33.78,177.72
24832,64.86,-33.85,177.73
24852,64.95,-33.85,177.72
24872,65.02,-33.85,177.78
24892,64.88,-33.81,177.76
24912,64.85,-33.86,177.67
24932,64.78,-33.86,177.69
24952,64.75,-33.80,177.63
24972,64.66,-33.83,177.67
24992,64.76,-33.78,177.60
25012,64.68,-33.85,177.65
25032,64.61,-33.89,177.62
25052,64.67,-33.87,177.61
25072,64.60,-33.83,177.68
25092,64.40,-33.86,177.76
25112,64.48,-33.83,177.77
25132,64.45,-33.86,177.75
25152,64.55,-33.83,177.72
25172,64.78,-33.87,177.70
25192,64.87,-33.93,177.63
25212,64.79,-33.87,177.64
25232,64.93,-33.86,177.63
25252,65.14,-33.85,177.66
25272,65.25,-33.85,177.64
25292,65.14,-33.87,177.66
25312,65.32,-33.82,177.67
25332,65.31,-33.83,177.68
25352,65.34,-33.83,177.69
25372,65.33,-33.78,177.71
25392,65.42,-33.80,177.69
25412,65.49,-33.82,177.70
25432,65.55,-33.78,177.66
25452,65.57,-33.78,177.63
25472,65.64,-33.81,177.63
25492,65.67,-33.82,177.63
25643,65.64,-34.07,177.53
25657,65.78,-33.92,177.55
25686,65.79,-33.85,177.55
25705,65.93,-33.88,177.56
25724,65.93,-33.83,177.55
25744,65.98,-33.73,177.58
25764,65.90,-33.82,177.60
25784,65.97,-33.82,177.62
25804,66.00,-33.88,177.64
25824,65.89,-33.92,177.69
25844,65.95,-33.89,177.66
25864,65.80,-33.88,177.69
25884,65.82,-33.84,177.72
25904,65.76,-33.82,177.74
25924,65.79,-33.81,177.68
25944,65.77,-33.79,177.62
25964,65.69,-33.77,177.67
25984,65.65,-33.81,177.73
26004,65.65,-33.90,177.67
26024,65.65,-33.85,177.65
26044,65.68,-33.92,177.69
26064,65.77,-33.97,177.67
26084,65.82,-33.98,177.64
26104,65.74,-33.96,177.71
26124,65.67,-33.98,177.73
26144,65.76,-33.98,177.69
26164,65.66,-33.99,177.72
26184,65.58,-33.99,177.73
26204,65.47,-33.94,177.70
26224,65.43,-34.00,177.68
26244,65.41,-33.96,177.76
26264,65.36,-33.91,177.72
26284,65.44,-33.82,177.71
26304,65.35,-33.82,177.68
26324,65.32,-33.84,177.68
26344,65.37,-33.88,177.68
26364,65.33,-33.93,177.64
26384,65.27,-33.99,177.65
26404,65.22,-33.95,177.67
26465,65.23,-33.87,177.69
26484,65.26,-33.90,177.66
26503,65.38,-33.91,177.61
26523,65.40,-33.89,177.61
26543,65.28,-33.89,177.62
26563,65.24,-33.92,177.64
26583,65.14,-33.90,177.62
26603,65.28,-33.91,177.64
26623,65.30,-33.86,177.68
26643,65.20,-33.89,177.69
26663,65.20,-33.85,177.68
26683,65.24,-33.82,177.69
26703,65.19,-33.94,177.76
26723,65.08,-34.03,177.75
26743,65.00,-34.00,177.73
26763,64.83,-33.96,177.76
26783,64.81,-33.99,177.77
26803,64.79,-33.98,177.75
26823,64.65,-33.92,177.79
26843,64.71,-33.87,177.82
26863,64.76,-33.91,177.76
26883,64.84,-33.92,177.70
26903,64.86,-33.86,177.67
26923,64.82,-33.84,177.65
26943,64.85,-33.85,177.60
26963,64.92,-33.79,177.59
26983,64.91,-33.78,177.58
27003,64.85,-33.85,177.61
27023,64.97,-33.86,177.64
27043,65.03,-33.89,177.61
27063,65.16,-33.87,177.59
27083,65.19,-33.86,177.65
27103,65.24,-33.86,177.66
27123,65.12,-33.91,177.71
27143,65.18,-33.88,177.68
27163,65.20,-33.94,177.61
27183,65.13,-33.98,177.63
27203,65.18,-33.98,177.64
